label,text_stripped
1f614,규밈 ㅌㄲ 기다리면서 사운드만 들려서 춤 못 본게 얼마나 아쉽던지 
1f62a,진짜 잘게요빠빠 새근새근 
1f621,노으리 사알쨕 기뷴 나쁠라고한댜  
1f60f,  안녕하세요       
1f499,합정에 놀러갔다가 만난 승훈이 생일 전광판 사람들이 많이 붐벼서 다들 한번씩 쳐다봐주시고 가더라구요 제 눈으로 담게 해주셔서 감사하구 승훈이 생일 미리 축하해   
1f64f,히나타랑 카게야마도 
1f616,가끔 나도 저렇게 애교 부려보고 싶운데 웱 토할거 같애ㅋㅋㅋㅋ진짜 낯간지러워서 못해 
1f621,선팔 감사해요빵이라고 불러주세요 친하게지내영 
2764,헐언니 나도언니만나고시퍼 
1f495,플로리아님 샤모닝 
1f44d,오늘 토론 잘 봤습니다 
1f624, 몸이 굳지않도록 열심히 스트레칭 합시다 
1f612,엘리 씨 때문이거든요 
1f64a,정말 신기해 이 사진 보고나면 진짜 하품이 나와       
1f616,아무튼 오늘 우리 랑님 넴드 진입 전에 고무 안 감아주시려고 하셧던 거 우주최고귀여움베스트 올라가주고요마음이 풍족해짐 머랄가 한 번은 그렇게 받아보고 싶었써 
1f611,근데 자고 싶어 나 진짜 미친 거 아니야 
1f495,와 스타네스타 아 너무 멀어진다 나도 슈스랑 소통마니할꺼야아아아ㅏ 22팔 추카해 
1f633,취했다가 가만히 있어 가만히 있어라고 하는게 넘 
1f52b,다 내가 바보인 탓이야 
1f620,헐 트위터라구여트위터가 특히나 더 저작권 문제에 다들 밝은데어떻게 그런 무개념짓을 허락맡고 개인소장용으로 만드는 정도라면 몰라도 판매라니ㅋㅋㄱㅋㅋㅋ진짜 황당하네요하지말라고 말씀은 드렸나요
2728,안경이 참 잘 어울리지     
1f61c,사람으로 사는거 지긋지긋 
1f60d,     역시 모니 우리 삭시 리더   
1f3a7, 고령무료채팅 스마트폰만남어플  강남역휴게텔 만남어플후기   야시시  2
1f603,헉 그럴게요 일급기밀로 저만볼게요 
1f4aa,방탄소년단  피 땀 눈물      9      
1f605, 안녕하세요 늦은시간에 죄송하지만 백현미니배너 수량조사중인데 알티한번만 부탁드립니다 
1f621,우리당에 정말 추악한 정치인들 지난 총선 호남을 다 말아 먹은 추호 김영감과 5적들 아직도 반성도 없고 당 분탕질에 분노가 치민다 대구에서 박근혜 정부 도와 준다나 현수막 까지 걸으셨던 김부겸 뭡니까 제대로 읽지도 않고 당 분탕질 하십니까 
1f602,넹 
1f64a,땀 닦는 게 이렇게 멋있을 일 161225 위대한 크리스마스 락데이  
1f603,네에 말 편하게 해도 됩니다 후리하게 막 대해주세요 ㅋㅋㅋ 
1f64a,오 태연이라는 글자가 있어 
1f61e,글을 보면 멀미를 하는데 글자에서 눈을 뗄 수가 없다 그게 책이든 기사든 속은 점점 안좋아지고 이럴 바엔 잠이라도 일찍 드는 게 장땡인데 
270c, 인천애인대행   성인전화대화방 썰모음  유흥클럽사이트 2  4대채팅어플
1f44a,헐 언니 나도 어남택 ㅋㅋ ㅋㅋ ㅋㅋ 통했다 
1f62b,크허 ㅠㅠㅠㅠㅠ예감밈 맘고생 하셨구 웰컴해욘
1f60c,헤헤ㅔ 감사해요 허니님 진자 애먹었지만 한곳에모아놓으니 사랑ㅇ스러움 귀여움터지구 그렇슴니다  
1f62b,옵하 왜이렇게 귀여운 것인지 알다가도 모르겠군뇨 
1f64a,깍지 끼는데서 희열을 느낌 왕이가 손 놓으니까 찡얼찡얼밍ㅋㅋㅋ 아냐아냐 다시 하자 다시 해 우쭈쭈쭈 이러면서 얼른 밍이 달래는 왕이는 형아미 뿜뿜ㅋㅋㅋㅋ   
1f60b,맛있다 
1f44c, 네가 마시고 싶다면 그렇게 해요 으음 우유 많이 넣는다면 나쁘지 않을 거라 생각하고 초콜릿보단 밀크티가 더 낫기도 하니까  그치만 정 견디기 어렵다면 아주 조금 정도는   
1f61c,그땐 그런 말을 할 수 없는 분위기를 보였잖아 이제 와서 이런 말 해서 미안 하지만 가까이서 본 너는 정말 멋있지 내가 있었기에 네가 조금 안심했다고 해서 주었기 때문에 매우 기뻤는데 정말이야 
1f495,99꾹올수니입니당 
1f604,감사해요 
1f622,내 오피셜에서 유찌랑 천사 걔랑 일방덕 혐관인거 아무리 생각해도 넘 좋아  천사가 도련님조고 집안이 호텔경영이니까 거기 일본 리조트 담당이 유찌네 아빠면 엮이기 딱 좋고 걔 위선자 성격 그대로 가져갈수있고 넘나 채고다 그리고 천사가 연기자 하면된다
1f633,셜ㄹ얘긴가요목소리 말투 넘나 비슷 
1f621,헉 
1f498,윤지언니 티져 한번보고 두번보고 1번 봐주세요 
2764,나연누나너무사랑스럽다 
1f60c,윹 보면 일본어로 말걸어볼래 근데 일본어 못해서 실패 
1f60e,아 역시 나 멋지다 
1f609, 평소보다 더 오빠가 보고싶은 밤이네요 그래도 올 겨울은 저번보단 춥지 않아서 다행이에요 그래도 항상 건강 조심해요 시상식 때 사진과 영상을 다시보아도 여전히 그 감동은 벅차오르네요 오빠의 팬이라는 것도 너무 자랑스러워요 
1f4aa,헉 숨님도 휴트  ㅠㅠㅠㅠㅠ 화이팅입니당 
1f64f,ㅋㅋㅋㅋㅋ 제일 좋은 방법이네 원래 외계어는 차단을 빨리해야 정신건강에 이로워 
1f648, 오빠 해장국 맛있게 먹구 잘갔다와용 꼭 큰물고기 잡아서 인증샷올려줘요 그리고 생방송 너무너무 고마워요 보고싶었는데 얼굴봤다아ㅜㅠㅠㅜ 아침부터 너무 잘생기고 이러기얏 
1f496,잘다녀오세여ㅜㅡㅜㅜㅡㅡ 
1f614,아아 집에있는걸 대충드셨다구치킨 왜 못드신거죠 
1f4aa,좋아요 쏘보님 저희는 뭐 안걸어도 당연히 곰파에서 만날 거잖아요 그쵸뻔뻔
2665, 4금 채팅 은밀한 만남 8         
1f610,옛날에는 자주 리밋에 걸리던 시기긴 했지만 그 때는 트위터 초보여서 잘 안 했던 탓에 걸린 적이 없네 
1f4aa, 자기야 일어나아아아아아아아앙 ㅎㅎㅎ좋은아침 잘 잤어 오늘도 자기연습에 가기로 했어용 연습이 끝나면 오늘은 한국어의 공부도 하려고 생각해요 자지금부터 연습 갔다 올게 오늘도 사랑해유 자기야 쪽
1f49c,율율님이야말로 엄청 스페셜한게 있으세요 ㅋㅋㅋㅋㅋㅋㅋ 저저 여기서 귀엽단말 처음 들어요 진짜 처음이야 도깹빙의 올해도 잘부탁드립니더 율율님 ㅠㅡㅠ 꺅 사랑해요 
1f648,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ나 매력이써영광이네 나야말로 나랑 친하게 지내조라 
1f618,저랑 아무런 벗거벗은채로 필터없이 담소나누실분들 은밀한 뒷계로 모십니다 성인분트친한정 주의 정말 거침없을수있음  
1f605,장난이야 당황
1f622,헐ㄹ쉬능게 쉬는게 아닌데 
270b,  채팅조건  무료성인사이트주소 봉지닷컴  야그램 자지 스마트폰무료만남앱 2
1f64c,비계올사람 타가수언급욕트 좀 많은데 괜찮으면 뎀주세여 
1f622,님 구매를 놓치고 말았습니다ㅠㅠㅠㅠㅠㅠ재고 판매가 있다면 구입하고 싶습니다 
1f52b,으앙ㅇ 
1f44c,앜ㅋㅋㅋㅋㅋㅋ 저두  쩜오에서 제이님의 책 영접할 생각을 하자 무스타파 용암같은 덕심이 후끈후끈 타오르네여 하하 제이님 새해에듀 저히 아나오비 
1f499,종운시 
1f52b,답멘왔네 
1f52b,난 왜 2차 덕질 하면서 자꾸 마이너컾 발굴해서 선동과 날조로 3차창작을 해대는걸까 존나 영문을모르겟다 왜 쓸데없이 이런얘길 길게 하고잇냐면 캍샙파다가 넘 억울해서 
1f62d,죽어가는 미역국을 살ㄹ려냈어요 단심밈도 얼른 해떠서 맥날 드시길 
1f4aa,다음에 할때 더 만족스럽게 
1f605,둘다 편하게해요 세비라 부르면되나요 오빠 전 다 오빠라고 부르고싶어요 
1f49c,세후니시 ㅁ 
1f52b, 1차 수요  내가 우리 병원 오지 말라고 했죠   근처 병원이 여기 밖에 없는데    아 시발    황당   트커 1    글  간단 신청서  의사  깡패 약 대립 
2728,멋지다 
1f44a,나도 잘 부탁해 동생 친하게 지내 
1f4aa,역시 척척 퍽퍽 안그래도 언제읽지 했는데 시간내서 빨리 봐야겠네요ㅋㅋㅋ 택배님 좋은밤 보내세요 
1f60c,계란이나 캐면서 마음의 평화를 얻자 
1f610,그나저나 동안유지비결 이런거보면 여자들이 대부분인거 같다 지금도 티비에 동안 비결 동안인 말하니 여자분나오넹
1f62c,저 울산 사람 사투리 다 알아요 당연히 알지요
1f616,죠아요조아오 그때 동갑이었던가
1f62a,잘자요               49
1f61c,천오백일이에요 
1f44a,깅종댕깅영웡 다메요 다메다메 지구 뿌셔뿌셔  
2665, 161231 216년 마지막 날 빼곡히 잘생긴 기광이 너무 행복했고 앞으로 더 행복하자 1129531941847179337 
1f60c, 정민 굿모닝어제보다 추워 오늘은 손이 얼고 것 같은 정도 추운 아침정민 건강하게 보내고있는감기는 괜찮아나도 인플루엔자가되지 않도록 열심히 지내고 다음주 새로운 곡을 기대하면서 오늘도 하루 웃는 얼굴로 힘내 자 힘 
1f60c,   오늘부터 또 일본 추워진다고 한국은 어떤가요 감기 조심하세요 ㅠㅠ 멋진 날을 보내고요 기섭아 보고싶다ㅠㅠ 유키
1f62b,아닛 저야말로 구독하고 싶었는데요 헤헤 팔로 넘 감사해요 에이치님 잘 부탁 드릴게용 
1f624,사지말라는거그래도 두개 준다니까 나머지하나 기대해봅니더 
1f623,여러분투표좀 
1f60e,핳 까먹기만해봐 궁디팡팡할꺼얌 넌 4월 7일이구나 메모장에 적어놔야즤 
1f60b,내가 좀 착해 그럼 난 제나 네퀵 챙겨와야지 사랑과 평화가 없으면 세상은 살아가기 힘들거라 생각해 귀찮은게 많아지잖아 
1f4aa,우리 골든디스크 투표하러 갑시다 
1f498,세후니시 ㅁ 
1f60f,네 
1f44d,노이슈반슈타인 성 내려가는 길에서 산  직역하면 응유치즈 미니볼 도넛같은 맛이고 그 위에 슈가파우더가 뿌려져있어서 진짜 맛있음 
1f634,잘자요 
1f622,엇 바다님 미아내오 
2764,잤어 이 바부야 
1f498, 니 서치하다 시간 다지남 왜 안나와 땀 1715 3  24 비록 쁠이지만 그래도 ㅅㄹㅎ 
1f623,제가 오늘 서있던 자리가 어둡게 찍혀서8ㅅ8 핸드폰으로 찍어서 이런 나쁜 화질의 사진만 있어요 흑흑 예쁜 사진은 금손님들께서 올려주실거에여 
1f62b,밤밤아 
1f3a7,완전무료채팅사이트     스마트폰놀이터   21 대전랜덤채팅 
2728,겸님 좋은아침입니다 
1f44a, 열아홉 순영올순 217년 1월1일 기념으로 많이 다가와주세요 
1f648,세상에서치를하시다니 민망 텔라님 글 잘보구이써요 앞으로도 열심히 마음찍고 관음하겠습니다 
1f60c,웅앵 예쁜밤되언니 
1f52b,안대여 장구니 바지만 살짝내리구 떡쳐야대 
1f60b,앨범 정말 많이 사도 안아까울것같아 
1f634, 요즘너무피곤해 신경써야할게너무많아ㅠㅠㅠㅠ그래도우리갓칠빠들생각하고노래듣고하면시힘내고있는데너무힘들다 곧갠찮아지겠죠그럴거라믿을께요오빠야도하팅
1f623,첫 인장이 예쁘네 현 떠오르는것 소년 우리 한번 뜨겁게 색깔 자연이 담긴 초록 한마디 나랑 트친이 되어줘서 고마위 281591312765726977
1f60c,아냐 본능 짱이지 ㅋㅋㅋㅋㅋㅋ쉬엉 
1f634,푸른밤 종현입니다 들으며 잠잘래 모두 모두 좋은꿈꾸시고 꿈나라로 고고씽 안뇽히 
1f634,                     
1f60a,앨범 포카 한세트로 판매합니다 
1f44d,역시 음식 잘알 
1f44c,당근 
1f616,그건 야간휴일 한정 퀘스트입니다 
1f44d,짱짱 
1f610,꾸욱 
1f634,응 또 봐 
1f61e,터틀넥 보면서 블랙 터틀넥이다 멋지다 생각한 걸 또 잊었네 
1f602,잠은 늘 그렇게 따라다니지 
1f60d,두분다 새해복많이받으세요 
1f614,당신의 얼굴을보기 윤기 
1f605,저 팔로우 하셔도 볼건 욕과 아무말 밖에 없어여 연성을 하는것도 아니고 그림도 안그리고 글도 안쓰고 사진도 안찍어욬ㅋ 
1f44c,리제님 진짜 고생많으셨어요 예쓰 카네히라 
1f618,헉 웰님 저 왜 지금봤죠ㅠㅠㅠㅜ저도 갠촬 때 웰님 덕질하느라 너무 즐거웠어요ㅠㅠ 저야말로 이렇게 어여쁜 웰님이랑 트친이 돼서 너무 감사하고 기뻐요 저두 너무너무 사랑합니다 올 한해 즐겁고 좋은 일들만 가득하시길 바라요 
1f618, 꾸버어억 안냐세요 이 야심한 새벽 흐흐음흉 새벽선팔을 하러 왓씁니다 2아이꽃길만걷자 아이꽃이라구 하구요 친하게 지내여어 
1f496, 녜 거졀
2764,미쟈요 
1f64f,ㅠㅠ 알린님 디엠이 막혀있어서 ㅠㅠ 먼저 보내주시면 감사하겠습니다 
1f60d,까악악악 바부탱이 
1f44c,뽀송 17 
1f44c,     니가 하면     7  42
1f618,만세잇 낼두 톡넣쿠 수욜 마치고도 톡넣울께용 
1f608,근대 아빠폰에는 많안 이모팈ㅎㄴ이 있굳나 
1f62a,고마워요 오늘은 이거듣고 
1f61c, 굿나잇드 내사랑 
1f60b,당요니 존좔 귤이지 
1f623,세상에 개이득 한지님이 오신다면 대환영이죠 그치만 힘드실텐데 
1f4af,제일 헉한 장면 슴한테 줘야겠어 아리가또 쉐쉐  
1f621,한국언론의 현주소            
1f60d, 1993년 6월 28일 운명같이 천사같은 한 남자가 세상이 태어난 날 이 세상에 존재해줘서 고마워요 오빠 존재 자체가 행복입니다 그니깐 우리 꽃길만 걸어요 제가 많이 사랑합니다 대현 오빠 알라뷰 
1f60f,우주최강 소녀시대 
1f633,은탁이는 저 눈빛을 보고 안녹아서 다행이야 
1f629,하루종일 빵꾸난 뒷끔치가 매우 몹시 신경쓰여서 퇴근길에 양말1켤레 삼 
1f603,헉 아녜요 이거이거 아프다 일러주시고 리딩도 간간 해주셨고 응원도 해주셨구ㅜㅜ 크크크 모로님 필요하실 때 척척 갈 수 있는 탱커가 될 때까지 열심히 연습해두겠읍니다 힐 들어오기 전에 즉사하면 되지요 
1f52b,괜찮아지겠죠 설마 몇 년을 기다렸는데 반전이 있을게예요 언제나 그래왔듯 셜록은 저희의 뒷통수를 후려칠 것 입니다 오늘은 다른의미로 뒷통수를 후려쳤지만요 다음주 월요일날을 기다려봐야겠네요 만약 다음주도 이런다면 
1f605,뭐랭그정돈아니구욤 
1f60a,       그대들 조금 이르지만 굿모닝 즐거운 금요일 보내세요 
1f62b,흐어넘 오래걸려요 
1f3b6,후후 이렇게 축하한다는 미카땽의 한마디 말만으로도 전 충분하답니다 무척 기쁘고 행복하네요 제 행복한 하루를 미카땽이 완벽하게 완성시켜줬어요 
1f623,ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋ 아니 에스님 저 실제로 보지않으셨나요 완전 꽝이라구욧 
1f496,임재범 생일 축하해   
1f602, 12  가 이 근전에 도서관 있어요 나 네 있어요 가 도서관이 어디에 있어요 나 저 사거리어서 오른쪽으로 가세요 그러면 학교 옆어 도서관이 있어요 
1f4aa,힘내세요 
1f610,그니깤ㅋㅋㅋㅋㅋ갑자기 슬퍼지네 
1f613,아이구나이가 들어서 요앞까지 걸어가는데 힘이 드는구먼 요앞까지 빈자리에 타두되지ㅎㅁㅎ되도않는 상황극
1f60e,므아아아아앙들어야쥐 
1f609,2번 저러케 섬세하고 ㅇㅣ뿐 메컵을 보존하기위해 
1f44f,안녕하새오 저는 스키아차타를 굳이 나이프로 썰어 먹어야 하는 새럼 오늘도 역시나 맛이 있었고 무척이나 사랑됩니다 제리코 번창하새오 
1f481, 반기문 신천지 아무 관계없어 허위기사에 불과  네이버 카페 출처  나도 신천지 기자다  네이버 카페 54   
1f60d,준쨩 샤엘 데스노트 첫공 
1f616,  노 력해볼게         왜 나는 몰라   
1f60c,오늘은 오랜만에 만난 때문에 만족하고 있습니다 여러분 설날인데 미안 감사합니다 
1f609,내일 초대할겡 같이하장
1f612,ㅇ ㅔ 이 조금 이따 가실거면서 가서 빨리 버블 쫩쫩 하시라구제발 
1f629,마스터님이 많이 낙선하는 쇼 케이스의 정원문제 
1f611,아패로도 캐쏙 햄복자 나는 지금 눈 감으면 딥슬립 이제 막 들어와서 너무 졸려 너도 같이 누워   115
1f495,161231  연기대상 어둠속에서도 빛이나는 보검이   
1f618, 오운오빠랑 셀카는 찍고 얼마나 설레는데욤ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ처음 만나니까 긴장을 많이 했고 말도못해는데 조금 아쉬워요그래도 셀카 잘 나오고 넘 쪼앙 헤일로 홧팅   
1f3b6,놓아 놓아 놓아    
1f637,헐헐 진짜 고마우어ㅠㅜ 우리 소통은 한적없지만217년에는 자주 소통하면서 더더더 친해지자 217년에 잘부탁하고 독감조심하고 옷따띠하게 입고다니고 항상 건강하고 행복한 일만 일어났으면 좋겠어 이렇게 편지 써줘서 너무고맙고
1f634,잘자 
1f62d,아앗ㅅ 킹초님 상냥해 으윽 고마워요 잘자요 킹초님 
270b,217년 두준이에게 78분만에 끊어야 합니다 네 칙팝분만에 ㅋㅋㅋㅋㅋㅋㅋ 말꼬인거 맞죠 ㅋㅋㅋㅋ 
1f601,맞팔했어요 친하게지내요
1f60c,ㅋㅋㅋㅋㅋㅋ이지님 표정변화 최고 귀여움이구요 관에 눕는다 저두 부코에서 이지님 덕질할 생각에 도키도키합니다 
1f44a,애리넌니 너무 이쁘다ㅠㅠㅠ 어떻게 나날이 이뻐지냐 
2764,으히히히 난 이제 보고하러 올라가야징
1f44c,귀엽네요 
1f620,과제 시작  아직도안햇엇냐
1f60b,옴마 우런니가 좋아서 애교인거지이 
1f64c,헉 너무조아 성인돼지파티를 하는거야 후후
1f624,어울립니당 
1f602,망할 6호선 
1f60d,안녕하세요 왕관이 정말로 잘 어울리네요 클롭컷은 일자라 귀여운 연출만 가능 한 것 같지만 의외로 다양한 느낌이 나서 그걸 잘 표현해주신 것 같아요 사랑스러움과 분위기 둘 다 잡은 멋진 사진 태그 감사드립니다 
1f4aa, 한국수업 잘 끝났어요 ㅎ 오늘도 너무 재밌었어요ㅎㅎ 진짜 진짜 재밌었어요 다음 수업이 단어가 너무 많아요 열심히 해야지 오빠 저를 응원하고 있죵 오빠를 위해서 열심히 공부하고있는데 
1f608,ㅋㅋ ㅋㅋㅋㅋ ㅋㅋㅋ ㅋㅋ ㅋ ㅋㅋㅋ ㅋ 우주 끝까지 찾아가겠습니다 기대하세오 
1f61e,한계금액은 있다는데그래도 
1f440,웅웅  
1f605,4 제목 짓기 뜬금없지만 이것도 연성 비하인드인 것 같아서 제가 젤 잘하는게 바로바로 제목짓기 입니다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 제목 지을 때 크게 고민을 안 해요 지금까지 글 쓰면서 크게 고민한 적은 딱 한 번
1f61c, 굿모닝 저 피곤해 죽겠는데 일본 어케 가여 와 진짜 몸 망가지는거 아닌가 몰라ㅠㅠ 요즘에 눈뜨기가 힘드네욤 허허 날씨가 흐리지만 안 추워졌으면 좋겠댜ㅎㅎㅎ 오늘두 힘내구 좋은 하루가 되기를 
1f62a,꾸꾸 잘래요 재워주세요 
1f62d,참 쓰잘데기 없는 이유로 작품에 정을 못 붙일 때가 있는데 그 중 하나가 암네시아여주 디폴트네임이 없음 갈색머리녹안청순하면서도 러블리한 얼굴멋진 몸매까지 완벽하게 내 취향인데 이름이 없어 파우리쨩에게 이름을 안 주는 제작진이 밉다
1f633,탐라너머 예딩님 연성 너무 예쁘다색감쓰시는것도 
1f609,왜그러시죠 
1f610,호흡님 졸업 축하드려요 
1f44f,축하해요 
1f618,너무너무 축하해   사랑해요 
1f603,시간 늦었는데 프린은 안자 
1f495,너무 귀엽다 
1f4aa,흑 역시 우리 숙모님 정말 숙모처럼 다정하시네요ㅠㅜㅠㅠ 숙모님도 파이팅 우리둘다 빨리끝내고 빨리 잘수있길 
1f44d,방금 작업 마무리해서 올릴거에요 뭔지는 곧 확인하셔요 좋은 아침입니다 
1f60f,헤헤 넵 히토미님 랑새 빨리 기운차리길 바라구 오늘도 좋은하루되셔요 
1f3b6,그럼 이 시간을 가치있게 만들어달라고 훔치고 빼앗아버리고 싶을만큼 
1f60f,아 티팬티 이거 넘 좋은데여 ㅋㅋㅋ 이 사진은 저장하겠어요당당 ㅋㅋㅋㅋㅋ 벗은거보다 거 야해서 좋으다 
270b,저유 
1f618,레이  
1f60d,융웅 언니뚜우 
1f52b,같은 상황이 벌어지면 주주주주주ㅜ줒구죽죽어버릴거야 
1f645,   알티해주쉐요 99년생 표올수니 비비씨 잡덕 타팬 팔로멘션맞팔 멘션 없으면 친해지기 무지하게 쉬워요 굉장히 그니까 다가와줘요 2까지만 와주세요 떠나실땐 블언블 
1f49c,보검이도 행복한 217 
1f52b,아 지금 내 춤 있는영상들 죄다 끌어모아보고있는데 나새끼 춤 왜이리 못춤 
1f60c, 사랑스러워 
1f648,아이 무얼 그런걸 가지구 앞으로 잘부탁드려요 
1f60d,꺄 
1f49c,웅넹 먼저 말놓을게피치언니라구 부름되지 
1f624,에헿 그럼 일팔님이라구 불러야지 헤헷
1f498,너도 융나잇 
1f648,   봄봄봄봄이왔어요 봄소녀들 에이프릴과 함께온 때이른 봄 청순함은 아주 잠시 내려놓고 비글미 빵빵 명불허전 에이프릴     화요일에서 수요일가는 밤1시 
1f499, 161231  216 티저 공개되기 전 날 누구보다 떨렸을 우리  가 눈에 선해 216년 한 해 고생 많았어 앞으로는 빛만 가득할 너의 미래를 응원해  
1f64f,          열심히 일해줘서 고마워요 항상 좋은 음악을 줘서 감사합니다 
1f602,죠크따위 집어치워 언제 잠들거야 빨리 깊은잠에빠져 헤어나오지마 
1f603,휴가다시온제나올지 모르는데 하루쯤이야 내주는건 어렵지않죠 
1f60e,    1713  운동까지 다녀와서 오늘 하루 끝       
1f605,네넵 많이 많이 친해져욥 저도 오프가면 대게는 언니쪽인데 맘보님이 저보다 언니신 것 같더라구요저만 기쁜 
1f613,         디엠이 안되어서 태그합니다 
1f614, 호무룩 나도 변태바람둥이 밑에서 일하긴 싫었네요 급버럭
1f44a,1711 대전 신나라 팬싸인회   새해부터 내 심장을 마구 패 
1f618,현님 굿나이이잇 
1f605,아이고 더빙버전 
1f440,몽몽넴 저 가도 될까요 
270c,ㅋㅋㄱㅋㄱㄱㄱㄱㅋㅋ감덩이 견주님이 조아하시는 탄제트로 마무리허고 턴을 마치겠웁니댜 
1f3b6,이거 주종관계면 짱 조을거같아요 치이는 소리 
1f495,감사합니다 찾아 주셔서 기쁩니다 
1f495,지니아님 항상 사랑스럽고 따뜻한 팬아트 잘 보고있습니다 저도 몇 번이나 눈물이 찔끔 나더라구요 지니아님과 제 마음과 통했다니 기분이 너무 좋아요 멘션 정말 감사합니다 새해 복 많이 받으시고 감기 꼭 꼭 조심하세요 
1f61e,응 나는 단거 짱잘먹어 히히 그래서 나도이제 슬슬 치과가야해 
1f613,저 초딩 저학년때 수영 몇년 다닌적있어서 기본형은 할수있어요 근데 안다닌지 훨씬 오래돼서 모이트님보니 저도 다니고싶네여수영복사기 귀찮아서 포기
1f60c,이번 악뮤 앨범 들어보셨나요 잉도님 조은 곡 많더라구여 저는 이 노래 가사가 넘 인상깊어서 젤 좋아해요 함 들어보셔요 
1f60a,어어 괜찮아요 람다님 이쁜 화장품 많이 많이 사오시랏 
1f613,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ그럴까요 지금도 물배는 부른데 아마 오늘 밤에 화장실 엄청갈것같아요 
1f60b,헙 져야말루 잘부탁드려요 어서오세요 제 타임라인에 불편하신점 있으시면 언제든지 말씀해주세요 ㅎㅁㅎ 일상트가 많아요 
1f496,웅웅 
1f44d,이민호 허준재 
1f498,지인이 써준 캘리그라피 
1f44a,오빠들도 열일하고 신컴도 열일하는데 이제 우리만 잘하면 된다 다시쭉쭉 차트 올려요
1f495,후니와 비비 그리고 아가후니 
1f618,팡파래를 울려라   빵빠레빠레 9 응원해 7872432541524295681
1f64a, 안녕하세요 처음 인사드려요 말하는 게 너무 예쁘셔서 그냥 지나갈 수가 없었습니다 잘 부탁드려요
2728,낮에 프리파라 했다 틱택플라워 정말 예뻐 
1f496,꺄아아아 기다릴겠오요 
1f44c,만듀찡이 벱뷔가대더닝 언어를잊어버린듯한ㅋㅋㅋㅋ 그냥하쟈고하시네요 오케잉 알아서알아듣능걸로 
1f613,헉 는 너무 비싸요 
1f60f,제가적응을 너무 못해버린나머지 
1f621,책임져라 재벌 새누리 박사모 어버이연합 
1f624,탈국물 도대체 어떻게 하지 
1f61c,금방그만두는게 함뎡 
1f618,힣힣 쪼아쪼아 고마워요 몰 앙스타 덕질의 4할은 몰덕분에 할 수 있는것가타 
1f612,그냥 가 
1f499,라첼날 라첼시 천사 트친분들 모두 사랑해요 
1f624, 김 3종세뜨 
1f604,아녀아녀 괜찮아여 저는 탐라에 상주중이니까여 넵 멘션해주세요 
1f44a, 16살 2년생 올수니 규리라고 합니다 지금 갤러리 사진들이 모두 없어져서 지금 세상이 살기 싫어요 선팔선멘맞팔 반모환영하구 다가오기 편하니까 오세요 편하게 와요 얼릉 
1f44d,25의 무민 티라미스 훌륭하다 
1f64a,언제나 따뜻한 말을 고마워 최근 인터뷰 봤는데 정말 내 마음을 읽을 수 있지요 
1f608,자기이름 우신   성추행당하시길  당신의 말이 내 웃음을 자아내네요 저는 그가 자랑스러워요 무슨 문제라도 있나요  
1f608,1월 1일 성텨리보러간드아 날씨도 왕 좋아 
1f61e,지인분이 강아지 분양하셨는데 알고보니 그 집 아버지가 개키우는거 반대하는 사람  술마시고 집에 들어올때마다 개를 때린다는거 알게되서 다시 데리고 오셨는데 강아지가 성격이 완전 달라졌다고 
1f52b, 빵ㅇ야빵야
1f44f,제발 못본사람 없게 해주세요 3초3초 
1f601,안녕하세요 잘부탁드립니닷 뜬금없지만 한제늘님 인장 너무예쁘고 잘생겼고 아 그냥 짱입니다털석
1f49c, 은재찬여친 힘찬은재 찬여친 찬은재 항상뒤에서응원하구너무조아합니다 
1f495,입금해놓고 저것은 내것이다 하는 충족감을 느끼고 싶은 저ㅋㅋㅋ 디도님이 립스틱 추진하시는 모습 볼 때마다 절 위한 것 같아서 넘 감사하고 기쁘고 행복하고 그렇습니다김칫국 어떤 모습 얼마가 걸리시든 저는 살 것이므로 괜찮아요 
2665,안자면 이리 와요 좀 안자 
1f60b,    사설토토사이트추천  21    
1f64a,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ핰ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 진짴ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 언니 최고다 감동
1f62b,터치도 터치지만레알 슈퍼파워 발림 
1f52b,다들 잘 하고 계시죠 
1f612,제일 골 때렸던 거는 체벌 얼차려 욕설 같은 할거 다해놓고는 마지막에 당신은 사랑 받기위해 태어난 사람 부르면서 환영회였던 거 마냥 포장하는 장면 
1f62c,21711     새해 복 많이 받으세요  새해를 맞아 광일이 인사 고맙고 고맙고 사랑합니다 하하하     
1f62d,나 왜 일찍잤니 이걸 이제야 보다니ㅠㅠㅠㅠㅠ
1f494,ㅎ 
1f623,부러워라 
1f60f,어엇 괜찮아요 저도 지방인이라서 사투리쓴답니다 
1f44d,오 대다내 리스펙 합니다 악수를건넨다
1f44f,쿵ㅂ콰랄라 콸콸꽈라 쿵쿵따 
1f612,넘나착한우리정국이가 인형물구나무서기 운동시켜주는거자나ㅂㅅ아 
2665,히히 
